,user_id,bot_text,cust_text
2106,2061125020, the 61b . did i get that right?,yes
2107,2061125020, the 61b . did i get that right? right where are you leaving from?,downtown going to hobart and murray
2108,2061125020, leaving from downtown . is this correct?,correct
2109,2061125020, leaving from downtown . is this correct? alright where are you going?,corner of murray avenue
2110,2061125020, going to murray avenue . did i get that right?,yes
2111,2061125020, going to murray avenue . did i get that right? right when do you want to travel?,now
2112,2061125020, i think you want the next bus . am i right?,yes
2113,2061125020," i think you want the next bus . am i right? right hold on. i'll look that up. the next 61b leaves forbes avenue at stanwix at 6 40 p.m. , and arrives at forbes avenue at murray at 7 oh 5 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",next bus
2114,2061125020," i think you want the next bus . am i right? right hold on. i'll look that up. the next 61b leaves forbes avenue at stanwix at 6 40 p.m. , and arrives at forbes avenue at murray at 7 oh 5 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. there is a 61b leaving forbes avenue at stanwix at 7 10 p.m. . it will arrive at forbes avenue at murray at 7 35 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",previous bus
2115,2061125020," i think you want the next bus . am i right? right hold on. i'll look that up. the next 61b leaves forbes avenue at stanwix at 6 40 p.m. , and arrives at forbes avenue at murray at 7 oh 5 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. there is a 61b leaving forbes avenue at stanwix at 7 10 p.m. . it will arrive at forbes avenue at murray at 7 35 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. there is a 61b leaving forbes avenue at stanwix at 6 40 p.m. . it will arrive at forbes avenue at murray at 7 oh 5 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",six six
2116,2061125020," to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",churchill
2117,2061125021," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",i'd like to on the next 54c between eight east ohio street
2118,2061125021, leaving from east ohio street . did i get that right?,no
2119,2061125021, what can i do for you?,i'd like to know when the next 54c repeat hello for polish hill
2120,2061125021, leaving from polish hill . did i get that right?,no
2121,2061125021, what can i do for you?,i six i'd like to know when the next 54c dude leaving east ohio street for polish hill
2122,2061125021, leaving from polish hill . did i get that right?,no
2123,2061125021, ohio . did i get that right?,yeah
2124,2061125022," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",building number five and rankin
2125,2061125022, leaving from building number five and rankin . did i get that right?,man probably
2126,2061125022," if you want to leave from building number five and rankin say yes or press one, otherwise say no or press three.",no
2127,2061125022, what can i do for you?,help
2128,2061125023," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",find out what time the 53f
2129,2061125023, the 53f . is this correct?,downtown
2130,2061125023, the 53f . did i get that right?,morning
2131,2061125023, the 53f . did i get that right?,yes
2132,2061125023," the 53f . did i get that right? right i'm sorry but i do not have the schedule for the 53f . the routes i currently cover are the following: 28x, 54c, 56u, 59u, 61a, 61b, 61c, 61d, 61f, 64a, 69a, and 5 oh 1. what can i do for you?",i live at eighteenth street
2133,2061125023, leaving from eighteenth street . did i get that right?,no
2134,2061125023," leaving from eighteenth street . did i get that right? what can i do for you? for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",d
2135,2061125023, the d . is this correct?,as leaving downtown at
2136,2061125023, the d . is this correct?,hello
2137,2061125023," if you want the schedule of the d say yes or press one, otherwise say no or press three.",yes
2138,2061125024," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",61c
2139,2061125024, the 61c . did i get that right?,yes
2140,2061125024, the 61c . did i get that right? alright where are you leaving from?,mckeesport transportation center
2141,2061125024, leaving from mckeesport transportation center . is this correct?,yes
2142,2061125024, leaving from mckeesport transportation center . is this correct? alright where are you going?,homestead
2143,2061125024, going to homestead . did i get that right?,yes
2144,2061125024, going to homestead . did i get that right? right when do you want to travel?,midnight
2145,2061125024, leaving at 12 a.m. . is this correct?,yes
2146,2061125024," leaving at 12 a.m. . is this correct? right hold on. i'll look that up. i'm sorry, but there is no 61c between mckeesport transportation center and homestead at that time. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",yes
2147,2061125025," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",60e wood street
2148,2061125025, leaving from wood street . did i get that right?,no
2149,2061125025, the 60e . is this correct?,no
2150,2061125025, what can i do for you?,oakland
2151,2061125025, leaving from oakland . did i get that right?,yes
2152,2061125025, leaving from oakland . did i get that right? okay where do you want to go?,squirrel hill
2153,2061125025, going to squirrel hill . did i get that right?,no yes
2154,2061125025, where do you wanna go?,squirrel hill
2155,2061125025, going to squirrel hill . is this correct?,yes
2156,2061125025, going to squirrel hill . is this correct? alright when do you want to travel?,now
2157,2061125025, i think you want the next bus . am i right?,yes
2158,2061125025," i think you want the next bus . am i right? okay just a minute. i'll look that up. the next 61a leaves forbes avenue at bigelow schenley drive at 6 46 p.m. , and arrives at forbes avenue at murray at 6 55 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",next bus
2159,2061125027," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",5a rankin tell thank very pass 89a station square downtown pittsburgh
2160,2061125027, station square . is this correct?,yes
2161,2061125027," station square . is this correct? okay i'm sorry but i do not have the schedule for buses serving station square . currently, i only cover some routes in the following neighborhoods: downtown, oakland, shadyside, squirrel hill, homestead, mckeesport, and the airport. what can i do for you?",harriett at fifth
2162,2061125027, leaving from harriett at fifth . did i get that right?,repeat
2163,2061125027, leaving from harriett at fifth . did i get that right? leaving from harriett at fifth . did i get that right? leaving from harriett at fifth . is this correct?,yes
2164,2061125027, leaving from harriett at fifth . did i get that right? leaving from harriett at fifth . did i get that right? leaving from harriett at fifth . is this correct? okay where do you want to go?,oakland
2165,2061125027, going to oakland . is this correct?,repeat
2166,2061125027, going to oakland . is this correct? going to oakland . did i get that right? going to oakland . did i get that right?,brentwood
2167,2061125027, going to oakland . did i get that right?,no brentwood
2168,2061125027, brentwood . did i get that right?,yes
2169,2061125028," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",the bus from waterfront
2170,2061125028, leaving from waterfront . did i get that right?,to downtown
2171,2061125028, leaving from waterfront . is this correct?,yes
2172,2061125028, leaving from waterfront . is this correct? right going to downtown . did i get that right?,yes
2173,2061125028, leaving from waterfront . is this correct? right going to downtown . did i get that right? okay when do you wanna travel?,now
2174,2061125028, i think you want the next bus . am i right?,yes
2175,2061125028," i think you want the next bus . am i right? alright just a minute. i'll look that up. the next 56e leaves waterfront drive opposite commonwealth bank at 6 46 p.m. , and arrives at fifth avenue at grant at 7 20 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",next bus
2176,2061125029," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",when is the one going well
2177,2061125029, leaving at 1 a.m. . did i get that right?,want robinson mall
2178,2061125029, leaving at 1 a.m. . is this correct?,no
2179,2061125029, leaving from robinson mall . is this correct?,no
2180,2061125029," leaving from robinson mall . is this correct? what can i do for you? for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",oakland
2181,2061125029, leaving from oakland . is this correct?,no
2182,2061125030," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",i need the schedule to next to sixty one c leaving mckeesport
2183,2061125030, leaving from mckeesport . did i get that right?,yes
2184,2061125030, leaving from mckeesport . did i get that right? right where are you going?,homestead
2185,2061125030, going to homestead . did i get that right?,yes
2186,2061125030, going to homestead . did i get that right? okay when do you want to travel?,the noon
2187,2061125030, leaving at 12 a.m. . is this correct?,six 61a much does that next one no
2188,2061125030, leaving at 6 a.m. . is this correct?,no out
2189,2061125030," if you want to leave at 6 a.m. say yes or press one, otherwise say no or press three.",into six p m
2190,2061125030," if you want to leave at 6 a.m. say yes or press one, otherwise say no or press three.",no
2191,2061125030, when would you like to travel?,at six
2192,2061125030, leaving at 6 a.m. . is this correct?,fifty
2193,2061125030," if you want to leave at 6 a.m. say yes or press one, otherwise say no or press three.",no penn hills
2194,2061125030, when would you like to travel?,hello
2195,2061125030, when would you like to travel?,the next bus schedule bus that leaves mckeesport
2196,2061125030, when do you want to travel?,now
2197,2061125030, i think you want the next bus . am i right?,yes
2198,2061125031," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",eight
2199,2061125031, leaving at 8 p.m. . is this correct?,yes
2200,2061125031, leaving at 8 p.m. . is this correct? alright where are you leaving from?,i shhhh north avenue
2201,2061125031, leaving from north avenue . is this correct?,yes
2202,2061125031, leaving from north avenue . is this correct? alright where do you wanna go?,west penn hospital
2203,2061125031, going to west penn hospital . did i get that right?,yes
2204,2061125031," going to west penn hospital . did i get that right? right hold on. i'll look that up. there is a 54c leaving north avenue at cedar at 8 oh 5 p.m. . it will arrive at liberty avenue at millvale west penn hospital at 8 27 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",where
2205,2061125031," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",when is the next bus
2206,2061125031," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. just a second. there is a 86a leaving swissvale avenue at north at 8 12 p.m. . it will arrive at liberty avenue at mathilda west penn hospital at 8 55 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",hello
2207,2061125031," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",dtmf_zero
2208,2061125031," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. i looked for a bus leaving north avenue for west penn hospital at around 8 p.m. i found a 86a leaving swissvale avenue at north at 8 12 p.m. . and reaching liberty avenue at mathilda west penn hospital at 8 55 p.m. . right now, i need to know what you want to do next. you can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",dtmf_zero
2209,2061125031," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. i looked for a bus leaving north avenue for west penn hospital at around 8 p.m. i found a 86a leaving swissvale avenue at north at 8 12 p.m. . and reaching liberty avenue at mathilda west penn hospital at 8 55 p.m. . right now, i need to know what you want to do next. you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. i looked for a bus leaving north avenue for west penn hospital at around 8 p.m. i found a 86a leaving swissvale avenue at north at 8 12 p.m. . and reaching liberty avenue at mathilda west penn hospital at 8 55 p.m. . right now, i need to know what you want to do next. you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",when is
2210,2061125031," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",when is
2211,2061125031," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",eight
2212,2061125031," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",no
2213,2061125032," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",54c schedule
2214,2061125032, the 54c . did i get that right?,yes
2215,2061125032, the 54c . did i get that right? alright where do you want to leave from?,eighth avenue
2216,2061125032, leaving from eighth avenue . did i get that right?,no next north avenue
2217,2061125032, leaving from eighth avenue . did i get that right?,no are you
2218,2061125032, leaving from north avenue . is this correct?,fifth avenue
2219,2061125032, leaving from fifth avenue . did i get that right?,right
2220,2061125032, leaving from fifth avenue . did i get that right? okay where are you going?,eighth avenue
2221,2061125033," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",56c schedule
2222,2061125033, the 56c . is this correct?,no
2223,2061125033, what can i do for you?,fifty for the schedule
2224,2061125034," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",schedule of beechwood
2225,2061125034, leaving from beechwood . did i get that right?,it's
2226,2061125034," if you want to leave from beechwood say yes or press one, otherwise say no or press three.",cannot
2227,2061125034," if you want to leave from beechwood say yes or press one, otherwise say no or press three.",leaving be twenty
2228,2061125034, what can i do for you?,do please
2229,2061125034," what can i do for you? (004): \"";"";"";2;1;0.4;0;0;0;3;1;0.6;3;1;0.6;0;2;0;0.4;0;0.0879075;0.181706666666667;0;none"" where are you leaving from?",dynamo way
2230,2061125035," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",61c don't mckeesport transportation center going to homestead
2231,2061125035, going to homestead . did i get that right?,yes
2232,2061125035, going to homestead . did i get that right? right leaving from mckeesport transportation center . did i get that right?,six
2233,2061125035, leaving from mckeesport transportation center . did i get that right?,yes
2234,2061125035, leaving from mckeesport transportation center . did i get that right? alright leaving at 6 a.m. . did i get that right?,no
2235,2061125035, when would you like to travel?,leaving right now
2236,2061125035, you want the next bus . is this correct?,right no
2237,2061125035, at what time would you like to travel?,yes the next bus
2238,2061125035," at what time would you like to travel? i think you want the next bus . am i right? if you want the time of the next bus say yes or press one, otherwise, say no or press three.",yeah
2239,2061125035," at what time would you like to travel? i think you want the next bus . am i right? if you want the time of the next bus say yes or press one, otherwise, say no or press three. right hold on. i'll look that up. the next 61c leaves mckeesport transportation center at bay number 2 at 7 25 p.m. , and arrives at eighth avenue at ann at 7 48 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",g
2240,2061125036," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",help
2241,2061125036," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you? i am an automated spoken dialogue system that can give you schedule information for bus routes in pittsburgh's east end. you can ask me about the following buses: 28x, 54c, 56u, 59u, 61a, 61b, 61c, 61d, 61f, 64a, 69a, and 501. what bus schedule information are you looking for? for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",repeat
2242,2061125036," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you? i am an automated spoken dialogue system that can give you schedule information for bus routes in pittsburgh's east end. you can ask me about the following buses: 28x, 54c, 56u, 59u, 61a, 61b, 61c, 61d, 61f, 64a, 69a, and 501. what bus schedule information are you looking for? for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m.. what bus schedule information are you looking for? what can i do for you?",55m a m
2243,2061125036, where are you leaving from?,bouquet at forbes
2244,2061125036, leaving from bouquet at forbes . is this correct?,correct
2245,2061125036, leaving from bouquet at forbes . is this correct? okay where do you want to go?,mckeesport
2246,2061125036, going to mckeesport . is this correct?,yes
2247,2061125036, going to mckeesport . is this correct? right at what time would you like to travel?,run before one twelve
2248,2061125036, leaving at 12 a.m. . did i get that right?,call will 12a
2249,2061125036," if you want to leave at 12 a.m. say yes or press one, otherwise say no or press three.",no bus now
2250,2061125036, leaving at 12 a.m. . is this correct?,no
2251,2061125036, i think you want the next bus . am i right?,55b
2252,2061125036," if you want the time of the next bus say yes or press one, otherwise, say no or press three.",p m
2253,2061125036, at what time would you like to travel?,now
2254,2061125036, i think you want the next bus . am i right?,murray where o'clock said murray avenue at welfer
2255,2061125036," if you want the time of the next bus say yes or press one, otherwise, say no or press three.",yes yes
2256,2061125036," if you want the time of the next bus say yes or press one, otherwise, say no or press three. alright hold on. i'll look that up. the next 61c leaves forbes avenue at bouquet at 7 28 p.m. , and arrives at mckeesport transportation center at bay number 2 at 8 17 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",yes yes
2257,2061125037," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",what at the bus going to go
2258,2061125038," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",help
2259,2061125038," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you? i am an automated spoken dialogue system that can give you schedule information for bus routes in pittsburgh's east end. you can ask me about the following buses: 28x, 54c, 56u, 59u, 61a, 61b, 61c, 61d, 61f, 64a, 69a, and 501. what bus schedule information are you looking for? for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",city help
2260,2061125038," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",buses help
2261,2061125038," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m.. (002): \"";"";"";1;0;0.25;1;0;0.25;2;2;0.5;3;2;0.75;0;3;2;0.75;0;0.0451725;0;0;none"" where would you like to leave from?",homestead help
2262,2061125038, leaving from homestead . is this correct?,query
2263,2061125038," leaving from homestead . is this correct? if you want to leave from homestead say yes or press one, otherwise say no or press three. if you want to leave from homestead say yes or press one, otherwise say no or press three.",no leaving so no query
2264,2061125038, where are you leaving from?,corner mckeesport
2265,2061125038, leaving from mckeesport . did i get that right?,no leaving query
2266,2061125038, where are you leaving from?,28k
2267,2061125038," for example, you can say, forbes and murray, downtown, or mckeesport.",query man no
2268,2061125038," for example, you can say, forbes and murray, downtown, or mckeesport. (011): \"";"";"";7;2;0.583333333333333;1;0;0.0833333333333333;4;0;0.333333333333333;5;0;0.416666666666667;0;8;1;0.666666666666667;0;0.147143529411765;0.51306;0;none"" let's procede step by step. which neighborhood do you want to leave from?",no oakland
2269,2061125038, leaving from oakland . is this correct?,oakland
2270,2061125038, leaving from oakland . is this correct?,i'm gonna cranberry pleasant hills
2271,2061125038, leaving from oakland . is this correct?,no
2272,2061125038, cranberry . is this correct?,homestead
2273,2061125038, cranberry . is this correct?,south braddock to braddock homestead
2274,2061125038, cranberry . is this correct?,mckeesport
2275,2061125038, leaving from south braddock . is this correct?,no cranberry
2276,2061125038, leaving from homestead . did i get that right?,no
2277,2061125038, leaving from mckeesport . did i get that right?,no
2278,2061125038, leaving from braddock . is this correct?,no
2279,2061125038, cranberry . is this correct?,no
2280,2061125038, which neighborhood do you want to leave from?,no i'm right right one
2281,2061125038, which neighborhood do you want to leave from? please use shorter answers because i have trouble understanding long sentences. in what neighborhood is your departure stop?,reporting mckeesport
2282,2061125038, leaving from mckeesport . is this correct?,no
2283,2061125038, which neighborhood do you want to leave from?,dtmf_a
2284,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",park manor boulevard sanders and braddock
2285,2061125038, leaving from park manor boulevard . is this correct?,went then penn seventh at talbot bob not the
2286,2061125038, leaving from park manor boulevard . is this correct?,spell it no
2287,2061125038, leaving from talbot . did i get that right?,from forbes and south braddock probably don't
2288,2061125038, leaving from talbot . is this correct?,no
2289,2061125038, leaving from south braddock . did i get that right?,no
2290,2061125038, which neighborhood do you want to leave from?,well said
2291,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",well there
2292,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",west end outbound
2293,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",round it's a 500 monvue heights
2294,2061125038," for example, you can say, squirrel hill, oakland, or the airport. i need you to give me a short answer. which neighborhood do you want to leave from?",dtmf_a
2295,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",hello
2296,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",would like is number d
2297,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",no homestead
2298,2061125038, leaving from homestead . did i get that right?,was going
2299,2061125038," if you want to leave from homestead say yes or press one, otherwise say no or press three.",will was
2300,2061125038," if you want to leave from homestead say yes or press one, otherwise say no or press three.",welfer and murray
2301,2061125038, leaving from welfer and murray . did i get that right?,to go to get that is dobson
2302,2061125038, leaving from welfer and murray . did i get that right?,i'm saying said not twelfth and amity at was there
2303,2061125038, leaving from welfer and murray . is this correct?,no
2304,2061125038, leaving from amity . did i get that right?,waterfront
2305,2061125038, leaving from waterfront . did i get that right?,fifth opposite robinson in no welfer
2306,2061125038, leaving from amity . is this correct?,no
2307,2061125038, leaving from dobson . did i get that right?,no
2308,2061125038, leaving from fifth opposite robinson . is this correct?,doesn't that i have pardon
2309,2061125038," if you want to leave from fifth opposite robinson say yes or press one, otherwise say no or press three.",no
2310,2061125038, in what neighborhood is your departure stop?,well sheraden stop
2311,2061125038, leaving from sheraden . did i get that right?,retard pardon arriving
2312,2061125038," if you want to leave from sheraden say yes or press one, otherwise say no or press three.",doesn't thank you
2313,2061125038," if you want to leave from sheraden say yes or press one, otherwise say no or press three.",no
2314,2061125038, in what neighborhood is your departure stop?,no
2315,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",no
2316,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",south side mount get the galveston and ridge down
2317,2061125038, leaving from ridge . is this correct?,no
2318,2061125038, in what neighborhood is your departure stop?,i'm gonna sick in a what forbes and braddock
2319,2061125038, leaving from forbes and braddock . did i get that right?,edgewood opposite gordon t y leaving no
2320,2061125038, leaving from gordon . is this correct?,dtmf_a
2321,2061125038," if you want to leave from gordon say yes or press one, otherwise say no or press three.",going
2322,2061125038," if you want to leave from gordon say yes or press one, otherwise say no or press three.",no
2323,2061125038, which neighborhood do you want to leave from?,yes you start a n
2324,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",i said no
2325,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",me the airport
2326,2061125038, leaving from the airport . is this correct?,dtmf_two
2327,2061125038," if you want to leave from the airport say yes or press one, otherwise say no or press three.",bigelow street at hazelwood
2328,2061125038, leaving from bigelow street at hazelwood . did i get that right?,hulton road devon at forbes
2329,2061125038, leaving from bigelow street at hazelwood . is this correct?,from morning something on the thanks
2330,2061125038, leaving from bigelow street at hazelwood . is this correct? please use shorter answers because i have trouble understanding long sentences. leaving from bigelow street at hazelwood . did i get that right?,movie west mifflin take
2331,2061125038, hulton road . did i get that right?,no yap
2332,2061125038," if you a bus for hulton road say yes or press one, otherwise say no or press three.",56c
2333,2061125038, hulton road . is this correct?,get that
2334,2061125038, leaving from bigelow street at hazelwood . is this correct?,no
2335,2061125038, leaving from the airport . is this correct?,dtmf_star
2336,2061125038," if you want to leave from the airport say yes or press one, otherwise say no or press three.",no no no
2337,2061125038, leaving from devon at forbes . did i get that right?,i said no
2338,2061125038, leaving from mifflin . is this correct?,on the twenty
2339,2061125038," if you want to leave from mifflin say yes or press one, otherwise say no or press three.",i said no
2340,2061125038, which neighborhood do you want to leave from?,now
2341,2061125038," for example, you can say, squirrel hill, oakland, or the airport.",clear oakland
2342,2061125038, leaving from oakland . did i get that right?,going three pay would you sorry i no
2343,2061125038, which neighborhood do you want to leave from?,will for main street
2344,2061125038, leaving from main street . is this correct?,no
2345,2061125038, in what neighborhood is your departure stop?,the north side
2346,2061125038, leaving from the north side . is this correct?,bellevue somewhere
2347,2061125038," if you want to leave from the north side say yes or press one, otherwise say no or press three.",no
2348,2061125038, in what neighborhood is your departure stop?,dtmf_one
2349,2061125038, in what neighborhood is your departure stop?,well said
2350,2061125038, which neighborhood do you want to leave from?,well said to mckeesport evans at versailles they
2351,2061125038, which neighborhood do you want to leave from? i need you to give me a short answer. in what neighborhood is your departure stop?,well fifth and craig ambridge
2352,2061125038, leaving from fifth and craig . is this correct?,mckeesport
2353,2061125038, leaving from fifth and craig . did i get that right?,no no
2354,2061125039," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",61c
2355,2061125039, the 61c . is this correct?,yes
2356,2061125039, the 61c . is this correct? right where would you like to leave from?,schedule leave from downtown
2357,2061125039, leaving from downtown . is this correct?,leaving from downtown
2358,2061125039, leaving from downtown . is this correct?,yes
2359,2061125039, leaving from downtown . is this correct? right where are you going?,to
2360,2061125039," for example, you can say, mckeesport, murray and hazelwood, or downtown.",duquesne
2361,2061125039, going to duquesne . is this correct?,yes
2362,2061125039, going to duquesne . is this correct? alright when would you like to travel?,eight o'clock eight o'clock from town
2363,2061125039, leaving at 8 p.m. . is this correct?,yes
2364,2061125039," leaving at 8 p.m. . is this correct? alright hold on. let me check that for you. there is a 61c leaving forbes avenue at stanwix at 8 24 p.m. . it will arrive at second street at grant at 9 15 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",when is the next bus
2365,2061125039," leaving at 8 p.m. . is this correct? alright hold on. let me check that for you. there is a 61c leaving forbes avenue at stanwix at 8 24 p.m. . it will arrive at second street at grant at 9 15 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. okay. there is a 61c leaving forbes avenue at stanwix at 9 p.m. . it will arrive at second street at grant at 9 51 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",when
2366,2061125039," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",when is the next bus
2367,2061125039," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. just a second. there is a 61c leaving forbes avenue at stanwix at 9 36 p.m. . it will arrive at second street at grant at 10 27 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",give me a previous bus before eight 24a
2368,2061125039," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. just a second. there is a 61c leaving forbes avenue at stanwix at 9 36 p.m. . it will arrive at second street at grant at 10 27 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. okay. there is a 61c leaving forbes avenue at stanwix at 9 p.m. . it will arrive at second street at grant at 9 51 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",when is the previous bus
2369,2061125039," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. just a second. there is a 61c leaving forbes avenue at stanwix at 9 36 p.m. . it will arrive at second street at grant at 10 27 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. okay. there is a 61c leaving forbes avenue at stanwix at 9 p.m. . it will arrive at second street at grant at 9 51 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. there is a 61c leaving forbes avenue at stanwix at 8 24 p.m. . it will arrive at second street at grant at 9 15 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",when is the previous bus
