,user_id,corrected_cust,corrected_bot1_shift,bots_templ_list_shift
1401,2061123072, place_name  a new query,leaving at timename  sep_sent is this correct  sep_sent okayhold on  sep_sent let me check that for you  sep_sent there is a busname leaving forbes  placename  at bigelow schenley drive at  short_num  oh timename  sep_sent it will arrive at monongahela  placename  opposite  direction   placename  drive at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_1190 templ_83 templ_1282 templ_1286 templ_1093 templ_1345 templ_1270 templ_1218 templ_425
1402,2061123072,i'd like to go to  place_name  from  place_name ,leaving from  placename    sep_sent is this correct  sep_sent , templ_473 templ_1190
1403,2061123072,yes,leaving from  placename    sep_sent is this correct  sep_sent okaygoing to  placename    sep_sent is this correct  sep_sent , templ_473 templ_1190 templ_1368 templ_1190
1404,2061123072,yes,leaving from  placename    sep_sent is this correct  sep_sent okaygoing to  placename    sep_sent is this correct  sep_sent okaywhen would you like to travel  sep_sent , templ_473 templ_1190 templ_1368 templ_1190 templ_421
1405,2061123072,9 pm,leaving at timename  sep_sent did i get that  placename , templ_428 templ_270
1406,2061123072,no,at what time do you  placename  to travel  sep_sent , templ_1288
1407,2061123072,9 p 10,leaving at timename  sep_sent did i get that  placename , templ_428 templ_270
1408,2061123072,no,at what time would you like to travel  sep_sent , templ_1226
1409,2061123072,time_name,leaving at timename  sep_sent did i get that  placename , templ_428 templ_270
1410,2061123072,yes,leaving at timename  sep_sent did i get that  placename okayhold on  sep_sent ill look that up  sep_sent there is a busname leaving forbes  placename  at bigelow schenley drive at timename  sep_sent it will arrive at monongahela  placename  opposite  direction   placename  drive at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_818 templ_797 templ_667 templ_1093 templ_1345 templ_1270 templ_1218 templ_425
1411,2061123072,goodbye,end_of_chat,end_of_chat
1412,2061124000,bus_name,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
1413,2061124000,if there,if you  placename  the schedule of the busname say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_1074
1414,2061124000,yes,end_of_chat,end_of_chat
1415,2061124001,bus_name,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
1416,2061124001,yes,end_of_chat,end_of_chat
1417,2061124003,talbot at num_th up bus_name  place_name  and centre,leaving from numth   sep_sent did i get that  placename , templ_482 templ_270
1418,2061124003,back at pius and  direction  bus_namenth and  place_name  the schedule,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
1419,2061124003,no,leaving from pius and  direction    sep_sent did i get that  placename , templ_179 templ_270
1420,2061124003, place_name  and centre,leaving from  placename  and centre   sep_sent is this correct  sep_sent , templ_1298 templ_1190
1421,2061124003, place_name  came,if you  placename  to leave from  placename  and centre say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_66
1422,2061124003,schedule,if you  placename  to leave from  placename  and centre say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_66
1423,2061124003,dtmf_3,leaving from pius and  direction    sep_sent did i get that  placename , templ_179 templ_270
1424,2061124003,no,leaving from numth   sep_sent is this correct  sep_sent , templ_482 templ_1190
1425,2061124003,no,what can i do for you  sep_sent , templ_1164
1426,2061124003,i'd pass at  direction  bus_namenth and  place_name  schedule,leaving from busnamenth and  placename    sep_sent did i get that  placename , templ_1275 templ_270
1427,2061124003,no,what can i do for you  sep_sent , templ_1164
1428,2061124003,have the buses,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
1429,2061124003,running,end_of_chat,end_of_chat
1430,2061124004,very  place_name  at,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
1431,2061124004,the there new,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent   sep_sent short_num   short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num n short_num where would you like to leave from  sep_sent , templ_169 templ_1345 templ_402 templ_738
1432,2061124004,wilkinsburg,leaving from wilkinsburg   sep_sent did i get that  placename , templ_244 templ_270
1433,2061124004,bus_name the inbound to edgewood,leaving from wilkinsburg   sep_sent did i get that  placename i need you to give me a short answer  sep_sent leaving from wilkinsburg   sep_sent did i get that  placename , templ_244 templ_1034 templ_1438 templ_270
1434,2061124004,the there is the,if you  placename  to leave from wilkinsburg say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_120
1435,2061124004,dtmf_1,if you  placename  to leave from wilkinsburg say yes or press  short_num  otherwise say no or press  short_num   sep_sent okaywhere do you wanna go  sep_sent , templ_120 templ_923
1436,2061124004,6 leaving from  place_name  pittsburgh,for example you can say forbes and  placename   placename  or  placename , templ_1171
1437,2061124004,30,for example you can say forbes and  placename   placename  or  placename , templ_1171
1438,2061124004,dtmf_1,for example you can say forbes and  placename   placename  or  placename , templ_1171
1439,2061124004,where do  place_name ,going to  placename    sep_sent did i get that  placename , templ_1240 templ_270
1440,2061124004,me which,if you  placename  to go to  placename  say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_412
1441,2061124004,me,if you  placename  to go to  placename  say yes or press  short_num  otherwise say no or press  short_num   sep_sent if you  placename  to go to  placename  say yes or press  short_num  otherwise say no or press  short_num   sep_sent what is your  placename , templ_412 templ_1343 templ_480
1442,2061124004, place_name ,end_of_chat,end_of_chat
1443,2061124005,alger  place_name  bus_name,the busname   sep_sent did i get that  placename , templ_1409 templ_270
1444,2061124005,from the  place_name  to  place_name ,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
1445,2061124005,yes,the busname   sep_sent is this correct  sep_sent  placename leaving from alger  placename    sep_sent did i get that  placename   sep_sent , templ_1409 templ_1190 templ_1389 templ_925
1446,2061124005,no,leaving from the  placename    sep_sent is this correct  sep_sent , templ_400 templ_1190
1447,2061124005,yes,leaving from the  placename    sep_sent is this correct  sep_sent okaygoing to  placename    sep_sent is this correct  sep_sent , templ_400 templ_1190 templ_1368 templ_1190
1448,2061124005,yes,leaving from the  placename    sep_sent is this correct  sep_sent okaygoing to  placename    sep_sent is this correct  sep_sent  placename when do you wanna travel  sep_sent , templ_400 templ_1190 templ_1368 templ_1190 templ_542
1449,2061124005,now,you  placename  the next bus   sep_sent is this correct  sep_sent , templ_859 templ_1190
1450,2061124005,yes,you  placename  the next bus   sep_sent is this correct  sep_sent okayhold on  sep_sent let me check that for you  sep_sent the next busname leaves the  placename  at  short_num  oh timename  sep_sent  and arrives at  placename   placename  at market at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_859 templ_1190 templ_83 templ_1282 templ_957 templ_1466 templ_1345 templ_1270 templ_1218 templ_425
1451,2061124005,yes,you can say when is the next bus when is the previous bus  placename  a new query or goodbye, templ_1125
1452,2061124005,when is previous bus,end_of_chat,end_of_chat
1453,2061124006,dtmf_0,end_of_chat,end_of_chat
1454,2061124007,high dollars does be bus_name sinclair  place_name  and num_th,leaving from sinclair  placename  and numth   sep_sent is this correct  sep_sent , templ_213 templ_1190
1455,2061124007,hello,leaving from sinclair  placename  and numth   sep_sent is this correct  sep_sent if you  placename  to leave from sinclair  placename  and numth say yes or press  short_num  otherwise say no or press  short_num   sep_sent if you  placename  to leave from sinclair  placename  and numth say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_213 templ_1190 templ_1122 templ_1122
1456,2061124007,no,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
1457,2061124007,yeah hell correct,the busname   sep_sent is this correct  sep_sent  placename im sorry but i do not have the schedule for the busname   sep_sent the routes i currently cover are the following busname busname busname busname busname busname busname busname busname busname busname and  short_num  oh  short_num   sep_sent what can i do for you  sep_sent , templ_1409 templ_1190 templ_982 templ_833 templ_858
1458,2061124007,b,the b   sep_sent did i get that  placename , templ_755 templ_270
1459,2061124007,query no,what can i do for you  sep_sent , templ_1164
1460,2061124007,9,end_of_chat,end_of_chat
1461,2061124008,the me,welcome to the cmu lets go bus information system  sep_sent to get help at any time just say help or press  short_num   sep_sent what can i do for you  sep_sent for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent   sep_sent short_num   short_num  short_num  short_num  short_num  short_num  short_num  short_num n short_num where are you leaving from  sep_sent , templ_377 templ_1006 templ_858 templ_951 templ_1345 templ_800
1462,2061124008,yes  place_name ,welcome to the cmu lets go bus information system  sep_sent to get help at any time just say help or press  short_num   sep_sent what can i do for you  sep_sent for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent   sep_sent short_num   short_num  short_num  short_num  short_num  short_num  short_num  short_num n short_num where are you leaving from  sep_sent  short_num   short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num n short_num lets procede step by step  sep_sent which neighborhood do you  placename  to leave from  sep_sent , templ_377 templ_1006 templ_858 templ_951 templ_1345 templ_800 templ_907 templ_1478 templ_1038 templ_1478 templ_1038 templ_1038 templ_979 templ_335
1463,2061124008,live in hello,could you rephrase that  sep_sent , templ_1017
1464,2061124008, place_name ,leaving from  placename    sep_sent is this correct  sep_sent , templ_473 templ_1190
1465,2061124008,hello,leaving from  placename    sep_sent is this correct  sep_sent i cant understand loud speech  sep_sent please speak more quietly  sep_sent leaving from  placename    sep_sent did i get that  placename , templ_473 templ_1190 templ_481 templ_219 templ_1364 templ_270
1466,2061124008,to  place_name ,leaving from  placename    sep_sent is this correct  sep_sent , templ_473 templ_1190
1467,2061124008,no no,which neighborhood do you  placename  to leave from  sep_sent , templ_387
1468,2061124008,mount oliver,leaving from mount oliver   sep_sent did i get that  placename , templ_1268 templ_270
1469,2061124008,yes,leaving from mount oliver   sep_sent did i get that  placename alrightwhich  placename  in mount oliver do you  placename  to leave from  sep_sent , templ_1268 templ_1426
1470,2061124008,saturday,for example you can say forbes and  placename   placename  or  placename  if youre not sure about the name of the stop you can say i dont know  sep_sent , templ_1344
1471,2061124008,saturday,for example you can say forbes and  placename   placename  or  placename  if youre not sure about the name of the  placename  you can say i dont know  sep_sent sorry i understand people best when they speak softer  sep_sent which  placename  in mount oliver do you  placename  to leave from  sep_sent , templ_1197 templ_532 templ_410
1472,2061124008,bausman and  place_name ,leaving from bausman and  placename    sep_sent did i get that  placename , templ_442 templ_270
1473,2061124008,yes,leaving from bausman and  placename    sep_sent did i get that  placename alrightwhere do you wanna go  sep_sent , templ_442 templ_563
1474,2061124008, place_name ,going to  placename    sep_sent did i get that  placename , templ_1240 templ_270
1475,2061124008,yes,going to  placename    sep_sent did i get that  placename  placename when would you like to travel  sep_sent , templ_1240 templ_964
1476,2061124008,sunday,at what time do you  placename  to travel  sep_sent , templ_1288
1477,2061124008,now num_th,for example you can say  short_num  short_num  in the morning or i  placename  to arrive by timename or i  placename  the next bus  sep_sent , templ_1289
1478,2061124008,next,at what time would you like to travel  sep_sent , templ_1226
1479,2061124008,next of  place_name ,for example you can say  short_num  short_num  in the morning or i  placename  to arrive by timename or i  placename  the next bus  sep_sent , templ_1289
1480,2061124008,next bus,i think you  placename  the next bus   sep_sent am i  placename , templ_543 templ_934
1481,2061124008,yes yes,end_of_chat,end_of_chat
1482,2061124009,bus_name going,the busname   sep_sent did i get that  placename , templ_1409 templ_270
1483,2061124009,the yes,end_of_chat,end_of_chat
1484,2061124010,ebs saturday schedule for bus_name,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
1485,2061124010,yes,the busname   sep_sent is this correct  sep_sent okaywhere do you  placename  to leave from  sep_sent , templ_1409 templ_1190 templ_1496
1486,2061124010,moon township,moon township   sep_sent did i get that  placename , templ_528 templ_270
1487,2061124010,yes,moon township   sep_sent did i get that  placename  placename im sorry but i do not have the schedule for buses serving moon township   sep_sent currently i only cover some routes in the following neighborhoods  placename   placename  shadyside  placename   placename   placename   placename  and the  placename what can i do for you  sep_sent , templ_528 templ_1481 templ_681
1488,2061124010,bus_name,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
1489,2061124010, place_name  schedule for saturday,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
1490,2061124010,yes,the busname   sep_sent is this correct  sep_sent alrightwhere do you wanna leave from  sep_sent , templ_1409 templ_1190 templ_1367
1491,2061124010,the  place_name ,leaving from the  placename    sep_sent did i get that  placename , templ_400 templ_270
1492,2061124010,yes,leaving from the  placename    sep_sent did i get that  placename  placename where do you  placename  to go  sep_sent , templ_400 templ_630
1493,2061124010, place_name ,going to  placename    sep_sent is this correct  sep_sent , templ_1240 templ_1190
1494,2061124010,yes,going to  placename    sep_sent is this correct  sep_sent alrightat what time do you wanna travel  sep_sent , templ_1240 templ_1190 templ_1385
1495,2061124010,time_name,leaving at timename  sep_sent did i get that  placename , templ_428 templ_270
1496,2061124010,yes,leaving at timename  sep_sent did i get that  placename alrightjust aminute  sep_sent let me check that for you  sep_sent there is a busname leaving the  placename  at  short_num  oh timename  sep_sent it will arrive at  placename   placename  at market at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_753 templ_1282 templ_670 templ_218 templ_1345 templ_1270 templ_1218 templ_425
1497,2061124010,saturday,end_of_chat,end_of_chat
1498,2061124011,the,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
1499,2061124011,live at next bus_name from  place_name  to  direction   place_name ,leaving from  placename    sep_sent is this correct  sep_sent , templ_473 templ_1190
1500,2061124011,pittsburgh,going to  direction   placename    sep_sent did i get that  placename , templ_905 templ_270
1501,2061124011,no,you  placename  the next bus   sep_sent is this correct  sep_sent , templ_859 templ_1190
1502,2061124011,from wilkinsburg to  direction   place_name ,i think you  placename  the next bus   sep_sent am i  placename , templ_543 templ_934
1503,2061124011,yes,i think you  placename  the next bus   sep_sent am i  placename okaythe busname   sep_sent is this correct  sep_sent , templ_543 templ_1320 templ_1190
1504,2061124011,no,leaving from wilkinsburg   sep_sent did i get that  placename , templ_244 templ_270
1505,2061124011,yes,leaving from wilkinsburg   sep_sent did i get that  placename  placename going to  direction   placename    sep_sent is this correct  sep_sent , templ_244 templ_320 templ_1190
1506,2061124011,yes,end_of_chat,end_of_chat
1507,2061124012,hello,welcome to the cmu lets go bus information system  sep_sent to get help at any time just say help or press  short_num   sep_sent what can i do for you  sep_sent for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent what can i do for you  sep_sent , templ_377 templ_1006 templ_858 templ_951 templ_858
1508,2061124012,[timeout] do what,welcome to the cmu lets go bus information system  sep_sent to get help at any time just say help or press  short_num   sep_sent what can i do for you  sep_sent for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent what can i do for you  sep_sent  short_num   short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num n short_num where would you like to leave from  sep_sent , templ_377 templ_1006 templ_858 templ_951 templ_858 templ_907 templ_1038 templ_1038 templ_1038 templ_1478 templ_1038 templ_1038 templ_1485
1509,2061124012, place_name ,welcome to the cmu lets go bus information system  sep_sent to get help at any time just say help or press  short_num   sep_sent what can i do for you  sep_sent for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent what can i do for you  sep_sent  short_num   short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num n short_num where would you like to leave from  sep_sent  short_num   short_num   sep_sent short_num  short_num   sep_sent short_num  short_num   sep_sent short_num  short_num   sep_sent short_num  short_num   sep_sent short_num  short_num   sep_sent short_num  short_num  short_num n short_num lets procede step by step  sep_sent in what neighborhood is your departure stop  sep_sent , templ_377 templ_1006 templ_858 templ_951 templ_858 templ_907 templ_1038 templ_1038 templ_1038 templ_1478 templ_1038 templ_1038 templ_1485 templ_907 templ_1455 templ_1455 templ_1455 templ_1455 templ_1455 templ_1375 templ_69
1510,2061124012,hello,end_of_chat,end_of_chat
1511,2061124013,what time does the next bus from,you  placename  the next bus   sep_sent is this correct  sep_sent , templ_859 templ_1190
1512,2061124013,leaving  place_name  bus_name,you  placename  the next bus   sep_sent is this correct  sep_sent , templ_859 templ_1190
1513,2061124013,yes,you  placename  the next bus   sep_sent is this correct  sep_sent okayleaving from  placename    sep_sent did i get that  placename , templ_859 templ_1190 templ_1177 templ_270
1514,2061124013,yes,you  placename  the next bus   sep_sent is this correct  sep_sent okayleaving from  placename    sep_sent did i get that  placename alrightthe busname   sep_sent did i get that  placename , templ_859 templ_1190 templ_1177 templ_545 templ_270
1515,2061124013,no bus_name,where are you going  sep_sent , templ_1162
1516,2061124013,going to  direction  pittsburgh,going to  direction  pittsburgh   sep_sent is this correct  sep_sent , templ_913 templ_1190
1517,2061124013,yes,going to  direction  pittsburgh   sep_sent is this correct  sep_sent alrightjust aminute  sep_sent let me check that for you  sep_sent the next busname leaves forbes  placename  at bigelow schenley drive at timename  sep_sent  and arrives at dynamo way at beech at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_913 templ_1190 templ_1212 templ_1282 templ_1271 templ_1267 templ_1345 templ_1270 templ_1218 templ_425
1518,2061124013,will it previous bus,going to  direction  pittsburgh   sep_sent is this correct  sep_sent alrightjust aminute  sep_sent let me check that for you  sep_sent the next busname leaves forbes  placename  at bigelow schenley drive at timename  sep_sent  and arrives at dynamo way at beech at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_913 templ_1190 templ_1212 templ_1282 templ_1271 templ_1267 templ_1345 templ_1270 templ_1218 templ_425
1519,2061124013, place_name  a new query,going to  direction  pittsburgh   sep_sent is this correct  sep_sent alrightjust aminute  sep_sent let me check that for you  sep_sent the next busname leaves forbes  placename  at bigelow schenley drive at timename  sep_sent  and arrives at dynamo way at beech at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_913 templ_1190 templ_1212 templ_1282 templ_1271 templ_1267 templ_1345 templ_1270 templ_1218 templ_425
1520,2061124013,when is the next bus_name leaving  place_name ,leaving from  placename    sep_sent did i get that  placename , templ_473 templ_270
1521,2061124013,yes,leaving from  placename    sep_sent did i get that  placename alrighti think you  placename  the next bus   sep_sent am i  placename , templ_473 templ_649 templ_934
1522,2061124013,yes,leaving from  placename    sep_sent did i get that  placename al placename i think you  placename  the next bus   sep_sent am i  placename  placename the busname   sep_sent did i get that  placename , templ_473 templ_697 templ_20 templ_270
1523,2061124013,yes,leaving from  placename    sep_sent did i get that  placename al placename i think you  placename  the next bus   sep_sent am i  placename  placename the busname   sep_sent did i get that  placename  placename where do you wanna go  sep_sent , templ_473 templ_697 templ_20 templ_193
1524,2061124013,going to  direction  pittsburgh,going to  direction  pittsburgh   sep_sent did i get that  placename , templ_913 templ_270
1525,2061124013, direction   place_name ,going to  direction  pittsburgh   sep_sent did i get that  placename , templ_913 templ_270
1526,2061124013,no going to  place_name ,going to  direction   placename    sep_sent did i get that  placename , templ_905 templ_270
1527,2061124013,yes,end_of_chat,end_of_chat
1528,2061124014,it morning goodbye,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
1529,2061124014,i  place_name  the next bus_name  place_name ,you  placename  the next bus   sep_sent is this correct  sep_sent , templ_859 templ_1190
1530,2061124014,forbes and  place_name  and i think 1 that i,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
1531,2061124014,no,you  placename  the next bus   sep_sent is this correct  sep_sent , templ_859 templ_1190
1532,2061124014,no,leaving at timename  sep_sent did i get that  placename , templ_428 templ_270
1533,2061124014,no,end_of_chat,end_of_chat
1534,2061124015,dtmf_0,welcome to the cmu lets go bus information system  sep_sent to get help at any time just say help or press  short_num   sep_sent what can i do for you  sep_sent i am an automated spoken dialogue system that can give you schedule information for bus routes in pittsburghs  direction  end  sep_sent you can ask me about the following buses busname busname busname busname busname busname busname busname busname busname busname and  short_num   sep_sent what bus schedule information are you looking for  sep_sent for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_377 templ_1006 templ_858 templ_58 templ_709 templ_334 templ_951
1535,2061124015, direction   place_name  and num_th bus_name  place_name  at,end_of_chat,end_of_chat
1536,2061124016,you for the next bus_name leaving,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
1537,2061124016,when is the next bus_name leaving going to dynamo way,going to dynamo way   sep_sent is this correct  sep_sent , templ_1063 templ_1190
1538,2061124016,no,you  placename  the next bus   sep_sent is this correct  sep_sent , templ_859 templ_1190
1539,2061124016,yes,you  placename  the next bus   sep_sent is this correct  sep_sent  placename the busname   sep_sent is this correct  sep_sent , templ_859 templ_1190 templ_557 templ_1190
1540,2061124016,no,where would you like to leave from  sep_sent , templ_1281
1541,2061124016,bell  place_name ,leaving from bell  placename    sep_sent is this correct  sep_sent , templ_241 templ_1190
1542,2061124016,yes,leaving from bell  placename    sep_sent is this correct  sep_sent alrightwhere do you  placename  to go  sep_sent , templ_241 templ_1190 templ_199
1543,2061124016,num_th,going to numth   sep_sent is this correct  sep_sent , templ_1192 templ_1190
1544,2061124016,no from  place_name ,what is your  placename , templ_1495
1545,2061124016,dynamo way,going to dynamo way   sep_sent did i get that  placename , templ_1063 templ_270
1546,2061124016,yes,going to dynamo way   sep_sent did i get that  placename  placename just aminute  sep_sent let me check that for you  sep_sent the next busname leaves bell  placename  at draper at timename  sep_sent  and arrives at dynamo way at beech at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_1063 templ_1061 templ_1282 templ_248 templ_1267 templ_1345 templ_1270 templ_1218 templ_425
1547,2061124016,1,end_of_chat,end_of_chat
1548,2061124019,dtmf_0,welcome to the cmu lets go bus information system  sep_sent to get help at any time just say help or press  short_num   sep_sent what can i do for you  sep_sent i am an automated spoken dialogue system that can give you schedule information for bus routes in pittsburghs  direction  end  sep_sent you can ask me about the following buses busname busname busname busname busname busname busname busname busname busname busname and  short_num   sep_sent what bus schedule information are you looking for  sep_sent for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_377 templ_1006 templ_858 templ_58 templ_709 templ_334 templ_951
1549,2061124019,bus_name,the busname   sep_sent did i get that  placename , templ_1409 templ_270
1550,2061124019,yes,the busname   sep_sent did i get that  placename  placename where would you like to leave from  sep_sent , templ_1409 templ_1052
1551,2061124019,towards versailles,for example you can say  placename   placename  and  placename  or  placename , templ_104
1552,2061124019, direction  versailles,for example you can say  placename   placename  and  placename  or  placename  short_num   short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num n short_num lets procede step by step  sep_sent in what neighborhood is your departure stop  sep_sent , templ_268 templ_1038 templ_1478 templ_1478 templ_1038 templ_1038 templ_979 templ_69
1553,2061124019, direction  versailles,can you rephrase that  sep_sent , templ_1086
1554,2061124019, direction  versailles,for example you can say  placename   placename   placename  or the  placename , templ_403
1555,2061124019, direction  side versailles,leaving from  direction  side   sep_sent is this correct  sep_sent , templ_332 templ_1190
1556,2061124019,no,in what neighborhood is your departure stop  sep_sent , templ_503
1557,2061124019, direction  versailles,for example you can say  placename   placename   placename  or the  placename , templ_403
1558,2061124019, place_name ,leaving from  placename    sep_sent did i get that  placename , templ_473 templ_270
1559,2061124019, direction  versailles,if you  placename  to leave from  placename  say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_146
1560,2061124019,no,which neighborhood do you  placename  to leave from  sep_sent , templ_387
1561,2061124019, direction  versailles,for example you can say  placename   placename   placename  or the  placename , templ_403
1562,2061124019, direction  versailles,in what neighborhood is your departure stop  sep_sent , templ_503
1563,2061124019, direction  versailles,for example you can say  placename   placename   placename  or the  placename , templ_403
1564,2061124019, direction  versailles,which neighborhood do you  placename  to leave from  sep_sent , templ_387
1565,2061124019, place_name  rocks, placename  rocks   sep_sent is this correct  sep_sent , templ_1464 templ_1190
1566,2061124019,no,in what neighborhood is your departure stop  sep_sent , templ_503
1567,2061124019, direction  versailles,in what neighborhood is your departure stop  sep_sent , templ_503
1568,2061124019, direction  versailles,in what neighborhood is your departure stop  sep_sent , templ_503
1569,2061124019, direction  versailles,can you repeat what you just said  sep_sent , templ_1328
1570,2061124019, direction  versailles,which neighborhood do you  placename  to leave from  sep_sent , templ_387
1571,2061124019, direction  side versailles,leaving from  direction  side   sep_sent is this correct  sep_sent , templ_332 templ_1190
1572,2061124019,no,which neighborhood do you  placename  to leave from  sep_sent , templ_387
1573,2061124019, direction  versailles,in what neighborhood is your departure stop  sep_sent , templ_503
1574,2061124019,no,in what neighborhood is your departure stop  sep_sent , templ_503
1575,2061124019, place_name  pittsburgh  place_name  pittsburgh,leaving from  placename  pittsburgh   sep_sent did i get that  placename , templ_1186 templ_270
1576,2061124019,no,which neighborhood do you  placename  to leave from  sep_sent , templ_387
1577,2061124019,yes,in what neighborhood is your departure stop  sep_sent , templ_503
1578,2061124019, place_name  pittsburgh,leaving from  placename  pittsburgh   sep_sent did i get that  placename , templ_1186 templ_270
1579,2061124019,yes,leaving from  placename  pittsburgh   sep_sent did i get that  placename alrightwhich  placename  in  placename  pittsburgh do you  placename  to leave from  sep_sent , templ_1186 templ_555
1580,2061124019, place_name ,leaving from  placename    sep_sent did i get that  placename , templ_473 templ_270
1581,2061124019,yes,leaving from  placename    sep_sent did i get that  placename okaywhere do you wanna go  sep_sent , templ_473 templ_363
1582,2061124019,to  direction  versailles,end_of_chat,end_of_chat
1583,2061124020,okay please,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
